card_id,domain,domain_int,objective,subobjective,deck_id,deck_name,front,back,explanation,cli_config,cli_verify,common_mistakes,tags,difficulty,version,is_premium,status,card_num,sort_key
D4-010,4.0,4,4.2,4.2.b,D4-dns-concepts,DNS Concepts,What record type maps a hostname to an IPv4 address?,A record.,A records store IPv4 address mappings for hostnames.,,,Confusing A with AAAA,"dns,records,a-record",1,v1.1,True,published,10,4-010
D4-011,4.0,4,4.2,4.2.c,D4-dns-concepts,DNS Concepts,What DNS record maps IPv6 addresses?,AAAA record.,AAAA records store IPv6 address mappings.,,,Using A record for IPv6,"dns,aaaa,ipv6",1,v1.1,True,published,11,4-011
D4-012,4.0,4,4.3,4.3.a,D4-ntp-concepts,NTP Concepts,Why is NTP important?,To synchronize device clocks.,"Time synchronization is critical for logs, security, and troubleshooting.",,,Ignoring time sync,"ntp,time,logging",1,v1.1,True,published,12,4-012
D4-013,4.0,4,4.3,4.3.b,D4-ntp-configuration,NTP Configuration,How do you configure an NTP server?,Using the ntp server command.,This allows the device to synchronize time with an NTP source.,ntp server 192.0.2.10,show ntp associations,Not verifying sync,"ntp,server,cli",2,v1.1,True,published,13,4-013
D4-014,4.0,4,4.3,4.3.c,D4-ntp-configuration,NTP Configuration,What command verifies NTP status?,show ntp status.,This command shows synchronization state and stratum.,,show ntp status,Checking clock only,"ntp,verification",2,v1.1,True,published,14,4-014
D4-015,4.0,4,4.4,4.4.a,D4-nat-concepts,NAT Concepts,What is NAT used for?,Translating private IPs to public IPs.,NAT conserves public address space and hides internal networks.,,,Thinking NAT provides security,"nat,ip,translation",1,v1.1,True,published,15,4-015
D4-016,4.0,4,4.4,4.4.b,D4-nat-concepts,NAT Concepts,What is inside local address?,The private IP inside the network.,Inside local represents the original private address before translation.,,,Mixing inside local and global,"nat,inside-local",2,v1.1,True,published,16,4-016
D4-017,4.0,4,4.4,4.4.c,D4-nat-concepts,NAT Concepts,What is inside global address?,The public IP representing an inside host.,Inside global is the translated address visible externally.,,,Confusing with outside global,"nat,inside-global",2,v1.1,True,published,17,4-017
D4-018,4.0,4,4.4,4.4.d,D4-nat-configuration,NAT Configuration,How do you define NAT inside and outside interfaces?,Using ip nat inside and ip nat outside.,Interfaces must be identified for NAT to function.,interface g0/1 ; ip nat inside ; interface g0/0 ; ip nat outside,show ip nat statistics,Swapping inside/outside,"nat,interfaces",2,v1.1,True,published,18,4-018
D4-019,4.0,4,4.4,4.4.e,D4-nat-configuration,NAT Configuration,What command enables PAT (NAT overload)?,ip nat inside source list overload.,PAT allows multiple hosts to share one public IP using ports.,access-list 1 permit 192.168.1.0 0.0.0.255 ; ip nat inside source list 1 interface g0/0 overload,show ip nat translations,Forgetting overload,"nat,pat,overload",3,v1.1,True,published,19,4-019
D4-020,4.0,4,4.5,4.5.a,D4-network-monitoring,Network Monitoring,What is SNMP used for?,Monitoring and managing network devices.,SNMP allows managers to query device statistics and status.,,,Thinking SNMP configures devices,"snmp,monitoring",1,v1.1,True,published,20,4-020
D4-021,4.0,4,4.5,4.5.b,D4-network-monitoring,Network Monitoring,What is Syslog used for?,Centralized logging of device events.,"Syslog collects logs for monitoring, auditing, and troubleshooting.",,,Only checking local logs,"syslog,logging,monitoring",1,v1.1,True,published,21,4-021
D4-022,4.0,4,4.5,4.5.c,D4-syslog-configuration,Syslog Configuration,What command sets the Syslog server IP?,logging host.,This sends log messages to a remote Syslog server.,logging host 192.0.2.20,show running-config,Forgetting severity level,"syslog,logging,cli",2,v1.1,True,published,22,4-022
D4-023,4.0,4,4.5,4.5.d,D4-syslog-configuration,Syslog Configuration,How do you set the Syslog severity level?,logging trap.,This controls which severity levels are sent to the Syslog server.,logging trap informational,show running-config,Sending too many logs,"syslog,severity",2,v1.1,True,published,23,4-023
D4-024,4.0,4,4.5,4.5.e,D4-syslog-verification,Syslog Verification,What command verifies Syslog configuration?,show logging.,This command displays buffered and remote logging settings.,,show logging,Checking only server,"syslog,verification",2,v1.1,True,published,24,4-024
D4-025,4.0,4,4.5,4.5.f,D4-snmp-concepts,SNMP Concepts,What does SNMP use to authenticate read-only access?,Community strings.,Community strings act like passwords for SNMPv2c.,,,Using public/private,"snmp,community,security",1,v1.1,True,published,25,4-025
D4-026,4.0,4,4.5,4.5.g,D4-snmp-configuration,SNMP Configuration,How do you configure an SNMP read-only community?,snmp-server community RO.,This allows monitoring tools to query device information.,snmp-server community MONITOR RO,show running-config,Using RW unnecessarily,"snmp,community,cli",2,v1.1,True,published,26,4-026
D4-027,4.0,4,4.5,4.5.h,D4-snmp-verification,SNMP Verification,What command verifies SNMP configuration?,show snmp.,This displays SNMP settings and statistics.,,show snmp,Checking config only,"snmp,verification",2,v1.1,True,published,27,4-027
D4-028,4.0,4,4.6,4.6.a,D4-qos-concepts,QoS Concepts,What is QoS used for?,Prioritizing certain types of traffic.,QoS ensures critical traffic like voice is delivered reliably.,,,Thinking QoS increases bandwidth,"qos,traffic,priority",1,v1.1,True,published,28,4-028
D4-029,4.0,4,4.6,4.6.b,D4-qos-concepts,QoS Concepts,Which traffic typically needs QoS?,Voice and video.,"Real-time traffic is sensitive to delay, jitter, and loss.",,,Applying QoS everywhere,"qos,voice,video",1,v1.1,True,published,29,4-029
D4-030,4.0,4,4.6,4.6.c,D4-qos-concepts,QoS Concepts,What is traffic shaping?,Smoothing traffic to a specified rate.,Traffic shaping buffers packets to reduce bursts.,,,Confusing shaping with policing,"qos,shaping",2,v1.1,True,published,30,4-030
D4-031,4.0,4,4.6,4.6.d,D4-qos-concepts,QoS Concepts,What is traffic policing?,Dropping or remarking traffic above a rate.,Policing enforces bandwidth limits without buffering.,,,Thinking policing buffers,"qos,policing",2,v1.1,True,published,31,4-031
D4-032,4.0,4,4.7,4.7.a,D4-file-services,File Services,What protocol is used for simple file transfers?,TFTP.,TFTP is lightweight and commonly used for device backups.,,,Using TFTP over WAN,"tftp,file-transfer",1,v1.1,True,published,32,4-032
D4-033,4.0,4,4.7,4.7.b,D4-file-services,File Services,What protocol provides secure file transfers?,SFTP.,SFTP uses SSH for secure file transfer.,,,Confusing SFTP with FTPS,"sftp,security,files",1,v1.1,True,published,33,4-033
D4-034,4.0,4,4.7,4.7.c,D4-file-services,File Services,What command backs up the running configuration to TFTP?,copy running-config tftp.,This copies the active configuration to a TFTP server.,copy running-config tftp,show running-config,Not testing connectivity,"tftp,backup,cli",2,v1.1,True,published,34,4-034
D4-035,4.0,4,4.7,4.7.d,D4-file-services,File Services,What command restores a configuration from TFTP?,copy tftp running-config.,This merges the TFTP configuration into the running configuration.,copy tftp running-config,show running-config,Overwriting config unintentionally,"tftp,restore,cli",2,v1.1,True,published,35,4-035
D4-036,4.0,4,4.4,4.4.f,D4-nat-verification,NAT Verification,What command shows active NAT translations?,show ip nat translations.,This displays current NAT mappings.,,show ip nat translations,Assuming NAT isn’t working,"nat,verification",2,v1.1,True,published,36,4-036
D4-037,4.0,4,4.4,4.4.g,D4-nat-verification,NAT Verification,What command shows NAT statistics?,show ip nat statistics.,This displays hit counts and interface roles.,,show ip nat statistics,Only checking translations,"nat,statistics",2,v1.1,True,published,37,4-037
D4-038,4.0,4,4.4,4.4.h,D4-nat-troubleshooting,NAT Troubleshooting,What causes NAT translations to fail?,Missing ACL or interface role.,NAT requires correct ACLs and inside/outside interface definitions.,,show ip nat statistics,Assuming NAT auto-detects,"nat,troubleshooting",3,v1.1,True,published,38,4-038
D4-039,4.0,4,4.4,4.4.i,D4-nat-troubleshooting,NAT Troubleshooting,Why might NAT work internally but not externally?,Missing default route.,"Without a default route, return traffic cannot be forwarded.",ip route 0.0.0.0 0.0.0.0 203.0.113.1,show ip route,Misdiagnosing NAT issue,"nat,default-route",3,v1.1,True,published,39,4-039
D4-040,4.0,4,4.3,4.3.d,D4-ntp-troubleshooting,NTP Troubleshooting,What indicates NTP is not synchronized?,Clock status shows unsynchronized.,show ntp status shows unsynchronized indicates time sync failure.,,show ntp status,Assuming time is correct,"ntp,troubleshooting",2,v1.1,True,published,40,4-040
D4-041,4.0,4,4.1,4.1.i,D4-dhcp-troubleshooting,DHCP Troubleshooting,Why would a client fail to obtain a DHCP address?,Missing DHCP server or relay.,Clients need a reachable DHCP server or ip helper-address to receive leases.,,show ip dhcp binding,Forgetting helper address,"dhcp,troubleshooting",3,v1.1,True,published,41,4-041
D4-042,4.0,4,4.1,4.1.j,D4-dhcp-troubleshooting,DHCP Troubleshooting,What command verifies DHCP bindings?,show ip dhcp binding.,This displays IP-to-MAC mappings for leased addresses.,,show ip dhcp binding,Checking pool only,"dhcp,verification",2,v1.1,True,published,42,4-042
D4-043,4.0,4,4.1,4.1.k,D4-dhcp-troubleshooting,DHCP Troubleshooting,What causes DHCP address exhaustion?,Too small DHCP pool.,"When all available addresses are leased, new clients cannot obtain IPs.",,show ip dhcp pool,Using /30 for clients,"dhcp,exhaustion",2,v1.1,True,published,43,4-043
D4-044,4.0,4,4.2,4.2.d,D4-dns-troubleshooting,DNS Troubleshooting,Why can a host ping an IP but not a hostname?,DNS resolution failure.,This indicates a DNS configuration or reachability issue.,,,Blaming connectivity,"dns,troubleshooting",1,v1.1,True,published,44,4-044
D4-045,4.0,4,4.2,4.2.e,D4-dns-configuration,DNS Configuration,How do you configure a DNS server on a Cisco device?,ip name-server.,This allows the device to resolve hostnames.,ip name-server 8.8.8.8,show running-config,Using prototype DNS IP,"dns,configuration",2,v1.1,True,published,45,4-045
D4-046,4.0,4,4.3,4.3.e,D4-ntp-security,NTP Security,Why should NTP be authenticated?,To prevent time spoofing.,Authentication ensures time updates come from trusted sources.,,show ntp associations,Ignoring NTP security,"ntp,security",2,v1.1,True,published,46,4-046
D4-047,4.0,4,4.3,4.3.f,D4-ntp-troubleshooting,NTP Troubleshooting,What causes NTP to remain unsynchronized?,Unreachable server or firewall blocking UDP 123.,NTP requires UDP port 123 to be open.,,show ntp status,Blaming clock drift,"ntp,udp,troubleshooting",3,v1.1,True,published,47,4-047
D4-048,4.0,4,4.4,4.4.j,D4-nat-concepts,NAT Concepts,What is static NAT?,One-to-one IP address mapping.,Static NAT permanently maps a private IP to a public IP.,,,Confusing with PAT,"nat,static",1,v1.1,True,published,48,4-048
D4-049,4.0,4,4.4,4.4.k,D4-nat-configuration,NAT Configuration,How do you configure static NAT?,Using ip nat inside source static.,This creates a fixed mapping between addresses.,ip nat inside source static 192.168.1.10 203.0.113.10,show ip nat translations,Using wrong IP order,"nat,static,cli",2,v1.1,True,published,49,4-049
D4-050,4.0,4,4.4,4.4.l,D4-nat-troubleshooting,NAT Troubleshooting,What happens if NAT ACL does not match traffic?,No translation occurs.,NAT relies on ACLs to identify translatable traffic.,,show ip nat statistics,Assuming NAT is automatic,"nat,acl,troubleshooting",3,v1.1,True,published,50,4-050
D4-051,4.0,4,4.5,4.5.i,D4-syslog-concepts,Syslog Concepts,What Syslog severity indicates emergencies?,Severity 0.,Severity levels range from 0 (emergency) to 7 (debug).,,,Thinking higher number is worse,"syslog,severity",2,v1.1,True,published,51,4-051
D4-052,4.0,4,4.5,4.5.j,D4-syslog-concepts,Syslog Concepts,Which Syslog severity is informational?,Severity 6.,Informational messages provide normal operational details.,,,Mixing severity levels,"syslog,logging",2,v1.1,True,published,52,4-052
D4-053,4.0,4,4.5,4.5.k,D4-syslog-security,Syslog Security,Why should Syslog traffic be secured?,Logs may contain sensitive data.,Securing logs prevents information disclosure and tampering.,,,Sending logs in plaintext,"syslog,security",2,v1.1,True,published,53,4-053
D4-054,4.0,4,4.5,4.5.l,D4-snmp-security,SNMP Security,Why is SNMPv3 preferred?,It provides authentication and encryption.,SNMPv3 improves security over SNMPv2c community strings.,,,Using SNMPv2c publicly,"snmp,security,v3",2,v1.1,True,published,54,4-054
D4-055,4.0,4,4.5,4.5.m,D4-snmp-security,SNMP Security,What risk do default SNMP communities pose?,Unauthorized access.,Default communities like public/private are widely known.,,,Leaving defaults,"snmp,security",1,v1.1,True,published,55,4-055
D4-056,4.0,4,4.6,4.6.e,D4-qos-verification,QoS Verification,What command verifies QoS policies?,show policy-map interface.,This displays applied QoS policies and statistics.,,show policy-map interface,Configuring but not verifying,"qos,verification",3,v1.1,True,published,56,4-056
D4-057,4.0,4,4.6,4.6.f,D4-qos-concepts,QoS Concepts,What is DSCP used for?,Traffic classification and marking.,DSCP values help QoS devices prioritize traffic.,,,Assuming DSCP equals bandwidth,"qos,dscp",2,v1.1,True,published,57,4-057
D4-058,4.0,4,4.7,4.7.e,D4-file-services,File Services,Why is FTP insecure?,It sends data and credentials in plaintext.,FTP lacks encryption and should be avoided on untrusted networks.,,,Using FTP over Internet,"ftp,security",1,v1.1,True,published,58,4-058
D4-059,4.0,4,4.7,4.7.f,D4-file-services,File Services,What secure alternative replaces FTP?,SFTP.,SFTP uses SSH to encrypt file transfers.,,,Confusing FTPS with SFTP,"sftp,security",1,v1.1,True,published,59,4-059
D4-060,4.0,4,4.7,4.7.g,D4-file-services,File Services,What command copies IOS from TFTP to flash?,copy tftp flash.,This is used to upgrade or recover IOS images.,copy tftp flash,show flash,Missing flash space,"tftp,ios,upgrade",3,v1.1,True,published,60,4-060
D5-001,5.0,5,5.1,5.1.a,D5-security-concepts,Security Concepts,What is the CIA triad?,"Confidentiality, Integrity, Availability.",The CIA triad defines the core principles of information security.,,,Thinking CIA is a protocol,"security,cia,principles",1,v1.1,True,published,1,5-001
D5-002,5.0,5,5.1,5.1.b,D5-security-concepts,Security Concepts,What does confidentiality ensure?,Data is accessible only to authorized users.,Encryption and access controls help maintain confidentiality.,,,Confusing confidentiality with integrity,"security,confidentiality",1,v1.1,True,published,2,5-002
D5-003,5.0,5,5.1,5.1.c,D5-security-concepts,Security Concepts,What does integrity protect against?,Unauthorized data modification.,Hashing and checksums help detect changes.,,,Thinking integrity prevents access,"security,integrity",1,v1.1,True,published,3,5-003
D5-004,5.0,5,5.1,5.1.d,D5-security-concepts,Security Concepts,What does availability focus on?,Ensuring systems and data are accessible.,Redundancy and fault tolerance improve availability.,,,Ignoring availability,"security,availability",1,v1.1,True,published,4,5-004
D5-005,5.0,5,5.2,5.2.a,D5-threat-types,Threat Types,What is malware?,Malicious software designed to harm systems.,"Viruses, worms, and ransomware are common malware types.",,,Thinking malware is only viruses,"security,malware",1,v1.1,True,published,5,5-005
D5-006,5.0,5,5.2,5.2.b,D5-threat-types,Threat Types,What is phishing?,Social engineering via fraudulent messages.,Phishing tricks users into revealing sensitive information.,,,Thinking phishing requires malware,"security,phishing,social-engineering",1,v1.1,True,published,6,5-006
D5-007,5.0,5,5.2,5.2.c,D5-threat-types,Threat Types,What is a DoS attack?,An attack that disrupts service availability.,DoS attacks overwhelm systems to make them unavailable.,,,Confusing DoS with malware,"dos,security,availability",1,v1.1,True,published,7,5-007
D5-008,5.0,5,5.2,5.2.d,D5-threat-types,Threat Types,What is a DDoS attack?,A distributed denial-of-service attack.,DDoS uses multiple systems to overwhelm a target.,,,Thinking DDoS is single-source,"ddos,security",1,v1.1,True,published,8,5-008
D5-009,5.0,5,5.2,5.2.e,D5-threat-types,Threat Types,What is a man-in-the-middle attack?,Intercepting communication between parties.,Attackers can eavesdrop or alter traffic in transit.,,,Assuming encryption prevents all MITM,"security,mitm",2,v1.1,True,published,9,5-009
D5-010,5.0,5,5.3,5.3.a,D5-network-security,Network Security,What is a firewall used for?,Filtering traffic based on rules.,Firewalls allow or deny traffic according to security policies.,,,Thinking firewalls detect malware,"firewall,security",1,v1.1,True,published,10,5-010
D5-011,5.0,5,5.3,5.3.b,D5-network-security,Network Security,What is an ACL?,A set of permit/deny rules.,ACLs control traffic flow on routers and switches.,,,Thinking ACLs encrypt traffic,"acl,security",1,v1.1,True,published,11,5-011
D5-012,5.0,5,5.3,5.3.c,D5-acl-concepts,ACL Concepts,What is a standard ACL based on?,Source IP address only.,Standard ACLs filter traffic using only source addresses.,,,Using standard ACL for destination filtering,"acl,standard",1,v1.1,True,published,12,5-012
D5-013,5.0,5,5.3,5.3.d,D5-acl-concepts,ACL Concepts,What is an extended ACL based on?,"Source/destination IP, protocol, and ports.",Extended ACLs provide granular traffic control.,,,Placing extended ACL incorrectly,"acl,extended",2,v1.1,True,published,13,5-013
D5-014,5.0,5,5.3,5.3.e,D5-acl-placement,ACL Placement,Where should extended ACLs be placed?,Close to the source.,This minimizes unnecessary traffic across the network.,,,Applying ACL near destination,"acl,placement",2,v1.1,True,published,14,5-014
D5-015,5.0,5,5.3,5.3.f,D5-acl-placement,ACL Placement,Where should standard ACLs be placed?,Close to the destination.,Standard ACLs should be placed near the destination due to limited filtering criteria.,,,Applying standard ACL near source,"acl,placement",2,v1.1,True,published,15,5-015
D5-016,5.0,5,5.4,5.4.a,D5-device-hardening,Device Hardening,Why should unused services be disabled?,To reduce attack surface.,Disabling unnecessary services limits exposure to threats.,,,Leaving defaults enabled,"hardening,security",1,v1.1,True,published,16,5-016
D5-017,5.0,5,5.4,5.4.b,D5-device-hardening,Device Hardening,Why are strong passwords important?,They prevent unauthorized access.,Complex passwords reduce brute-force risk.,,,Reusing passwords,"security,passwords",1,v1.1,True,published,17,5-017
D5-018,5.0,5,5.4,5.4.c,D5-device-hardening,Device Hardening,Why should default credentials be changed?,Default credentials are widely known.,Attackers often exploit unchanged defaults.,,,Assuming defaults are safe,"hardening,credentials",1,v1.1,True,published,18,5-018
D5-019,5.0,5,5.5,5.5.a,D5-secure-management,Secure Management,Why is SSH preferred over Telnet?,It encrypts management traffic.,SSH protects credentials and commands from interception.,,show ip ssh,Allowing Telnet access,"ssh,security,management",2,v1.1,True,published,19,5-019
D5-020,5.0,5,5.5,5.5.b,D5-secure-management,Secure Management,What does HTTPS secure?,Web-based management access.,HTTPS encrypts web traffic used for device administration.,,show ip http server status,Using HTTP for management,"https,security,management",2,v1.1,True,published,20,5-020
D5-021,5.0,5,5.3,5.3.g,D5-acl-configuration,ACL Configuration,How do you create a standard ACL?,Using the access-list command.,Standard ACLs match traffic based only on source IP address.,access-list 10 permit 192.168.1.0 0.0.0.255,show access-lists,Using wrong wildcard mask,"acl,standard,cli",2,v1.1,True,published,21,5-021
D5-022,5.0,5,5.3,5.3.h,D5-acl-configuration,ACL Configuration,How do you apply an ACL to an interface?,Using the ip access-group command.,ACLs must be applied inbound or outbound on an interface to take effect.,interface g0/0 ; ip access-group 10 in,show running-config interface g0/0,Forgetting direction,"acl,apply,interface",2,v1.1,True,published,22,5-022
D5-023,5.0,5,5.3,5.3.i,D5-acl-verification,ACL Verification,What command verifies configured ACLs?,show access-lists.,This command displays all access control lists on the device.,,show access-lists,Checking running-config only,"acl,verification",2,v1.1,True,published,23,5-023
D5-024,5.0,5,5.3,5.3.j,D5-acl-logic,ACL Logic,What implicit rule exists at the end of every ACL?,Implicit deny all.,Traffic not explicitly permitted is denied by default.,,,Forgetting implicit deny,"acl,implicit-deny",2,v1.1,True,published,24,5-024
D5-025,5.0,5,5.6,5.6.a,D5-port-security,Port Security,What is port security used for?,Restricting devices on a switch port.,Port security limits MAC addresses to prevent unauthorized access.,,,Thinking port security encrypts traffic,"port-security,switch",1,v1.1,True,published,25,5-025
D5-026,5.0,5,5.6,5.6.b,D5-port-security,Port Security,How do you enable port security on an access port?,Using switchport port-security.,Port security must be enabled manually on access ports.,interface g0/1 ; switchport mode access ; switchport port-security,show port-security interface g0/1,Forgetting access mode,"port-security,cli",2,v1.1,True,published,26,5-026
D5-027,5.0,5,5.6,5.6.c,D5-port-security,Port Security,What is the default port security violation mode?,Shutdown.,The port is placed into err-disabled state when a violation occurs.,,show port-security interface g0/1,Assuming restrict is default,"port-security,violation",2,v1.1,True,published,27,5-027
D5-028,5.0,5,5.6,5.6.d,D5-port-security,Port Security,What command sets the maximum number of MAC addresses?,switchport port-security maximum.,This limits how many devices can connect to the port.,interface g0/1 ; switchport port-security maximum 2,show port-security interface g0/1,Leaving default of 1,"port-security,mac",2,v1.1,True,published,28,5-028
D5-029,5.0,5,5.6,5.6.e,D5-port-security,Port Security,What does sticky MAC do?,Learns and saves MAC addresses automatically.,Sticky MACs are added to the running configuration.,interface g0/1 ; switchport port-security mac-address sticky,show running-config interface g0/1,Forgetting to save config,"port-security,sticky",3,v1.1,True,published,29,5-029
D5-030,5.0,5,5.7,5.7.a,D5-dhcp-snooping,DHCP Snooping,What is DHCP snooping used for?,Preventing rogue DHCP servers.,DHCP snooping filters untrusted DHCP messages.,,,Thinking snooping assigns IPs,"dhcp-snooping,security",2,v1.1,True,published,30,5-030
D5-031,5.0,5,5.7,5.7.c,D5-dhcp-snooping,DHCP Snooping,How do you enable DHCP snooping globally?,Using ip dhcp snooping.,This enables DHCP snooping on the switch.,ip dhcp snooping,show running-config,Forgetting VLAN config,"dhcp-snooping,cli",2,v1.1,True,published,31,5-031
D5-032,5.0,5,5.7,5.7.d,D5-dhcp-snooping,DHCP Snooping,What must be configured for DHCP snooping to work?,Trusted interfaces and VLANs.,Only trusted ports can send DHCP server responses.,interface g0/1 ; ip dhcp snooping trust,show ip dhcp snooping,Trusting access ports,"dhcp-snooping,trust",3,v1.1,True,published,32,5-032
D5-033,5.0,5,5.8,5.8.a,D5-dynamic-arp-inspection,Dynamic ARP Inspection,What is DAI used for?,Preventing ARP spoofing attacks.,DAI validates ARP packets against trusted bindings.,,,Thinking DAI encrypts ARP,"dai,arp,security",2,v1.1,True,published,33,5-033
D5-034,5.0,5,5.8,5.8.b,D5-dynamic-arp-inspection,Dynamic ARP Inspection,What must be enabled before DAI?,DHCP snooping.,DAI relies on DHCP snooping binding tables.,,,Enabling DAI alone,"dai,dependency",2,v1.1,True,published,34,5-034
D5-035,5.0,5,5.8,5.8.c,D5-dynamic-arp-inspection,Dynamic ARP Inspection,How do you trust an interface for DAI?,Using ip arp inspection trust.,Trusted ports allow ARP replies without inspection.,interface g0/1 ; ip arp inspection trust,show ip arp inspection,Trusting all ports,"dai,trust,cli",3,v1.1,True,published,35,5-035
D5-036,5.0,5,5.9,5.9.a,D5-ip-source-guard,IP Source Guard,What is IP Source Guard used for?,Preventing IP spoofing.,It filters traffic based on IP-MAC bindings.,,,Thinking it blocks ARP,"ip-source-guard,security",2,v1.1,True,published,36,5-036
D5-037,5.0,5,5.9,5.9.b,D5-ip-source-guard,IP Source Guard,What does IP Source Guard rely on?,DHCP snooping bindings.,It uses the binding table to permit traffic.,,,Enabling without DHCP snooping,"ip-source-guard,dependency",2,v1.1,True,published,37,5-037
D5-038,5.0,5,5.1,5.10.a,D5-vpn-concepts,VPN Concepts,What is a VPN used for?,Secure communication over untrusted networks.,VPNs encrypt traffic between endpoints.,,,Thinking VPN increases speed,"vpn,security",1,v1.1,True,published,38,5-038
D5-039,5.0,5,5.1,5.10.b,D5-vpn-concepts,VPN Concepts,What type of VPN does CCNA focus on?,Site-to-site IPsec VPN.,CCNA covers high-level IPsec VPN concepts.,,,Studying SSL VPN configs,"vpn,ipsec,ccna",1,v1.1,True,published,39,5-039
D5-040,5.0,5,5.1,5.10.c,D5-vpn-concepts,VPN Concepts,What does IPsec provide?,"Authentication, integrity, and confidentiality.",IPsec secures IP traffic at Layer 3.,,,Thinking IPsec only encrypts,"vpn,ipsec,security",2,v1.1,True,published,40,5-040
D5-041,5.0,5,5.3,5.3.k,D5-acl-troubleshooting,ACL Troubleshooting,Why might traffic be blocked even though an ACL permit exists?,Implicit deny at end of ACL.,Traffic not explicitly permitted before the implicit deny will be dropped.,,show access-lists,Placing permit after deny,"acl,troubleshooting",3,v1.1,True,published,41,5-041
D5-042,5.0,5,5.3,5.3.l,D5-acl-troubleshooting,ACL Troubleshooting,What command shows ACL hit counts?,show access-lists.,Hit counts help verify whether ACL entries are being matched.,,show access-lists,Assuming ACL is active,"acl,verification",2,v1.1,True,published,42,5-042
D5-043,5.0,5,5.3,5.3.m,D5-acl-best-practices,ACL Best Practices,Why should ACLs be documented clearly?,To reduce configuration errors.,Clear documentation helps troubleshooting and maintenance.,,,Using vague descriptions,"acl,best-practices",1,v1.1,True,published,43,5-043
D5-044,5.0,5,5.6,5.6.f,D5-port-security-troubleshooting,Port Security Troubleshooting,What happens when a port security violation occurs?,The port enters err-disabled state.,This prevents further traffic until the issue is resolved.,,show port-security interface g0/1,Thinking port auto-recovers,"port-security,err-disabled",2,v1.1,True,published,44,5-044
D5-045,5.0,5,5.6,5.6.g,D5-port-security-recovery,Port Security Recovery,How do you recover an err-disabled port?,Shutdown and no shutdown the interface.,This resets the interface after the violation is addressed.,interface g0/1 ; shutdown ; no shutdown,show interface g0/1,Forgetting root cause,"port-security,recovery",2,v1.1,True,published,45,5-045
D5-046,5.0,5,5.6,5.6.h,D5-port-security-recovery,Port Security Recovery,What feature allows automatic recovery of err-disabled ports?,errdisable recovery.,This reduces manual intervention after security violations.,errdisable recovery cause psecure-violation,show errdisable recovery,Enabling without investigation,"errdisable,recovery",3,v1.1,True,published,46,5-046
D5-047,5.0,5,5.7,5.7.d,D5-dhcp-snooping-troubleshooting,DHCP Snooping Troubleshooting,What happens if a rogue DHCP server is detected?,DHCP offers are dropped on untrusted ports.,This protects clients from malicious IP assignments.,,show ip dhcp snooping,Trusting wrong port,"dhcp-snooping,troubleshooting",3,v1.1,True,published,47,5-047
D5-048,5.0,5,5.8,5.8.d,D5-dai-troubleshooting,DAI Troubleshooting,What indicates DAI is blocking ARP traffic?,Dropped ARP packets in inspection logs.,This often results from invalid bindings or misconfiguration.,,show ip arp inspection,Assuming ARP cache issue,"dai,troubleshooting",3,v1.1,True,published,48,5-048
D5-049,5.0,5,5.9,5.9.c,D5-ip-source-guard-troubleshooting,IP Source Guard Troubleshooting,Why might valid traffic be blocked by IP Source Guard?,Missing or incorrect DHCP binding.,Traffic must match the binding table entry.,,show ip dhcp snooping binding,Blaming ACLs,"ip-source-guard,troubleshooting",3,v1.1,True,published,49,5-049
D5-050,5.0,5,5.1,5.10.d,D5-vpn-security,VPN Security,Why is encryption important in VPNs?,To protect data confidentiality.,Encryption prevents unauthorized access to transmitted data.,,,Assuming VPN only authenticates,"vpn,encryption",1,v1.1,True,published,50,5-050
D5-051,5.0,5,5.5,5.5.c,D5-management-plane-security,Management Plane Security,Why should management access be restricted?,To limit attack vectors.,Restricting access reduces risk of compromise.,,,Allowing management from anywhere,"management,security",1,v1.1,True,published,51,5-051
D5-052,5.0,5,5.5,5.5.d,D5-management-plane-security,Management Plane Security,How do you restrict VTY access by IP?,Using an access-class on VTY lines.,This limits remote management to authorized networks.,line vty 0 4 ; access-class 10 in,show running-config line vty 0 4,Forgetting ACL definition,"vty,acl,security",3,v1.1,True,published,52,5-052
D5-053,5.0,5,5.5,5.5.e,D5-management-plane-security,Management Plane Security,Why should login banners be configured?,To provide legal notification.,Banners can support legal enforcement and warnings.,banner motd ^AUTHORIZED ACCESS ONLY^,show running-config,Ignoring compliance,"banner,security",1,v1.1,True,published,53,5-053
D5-054,5.0,5,5.4,5.4.d,D5-password-security,Password Security,Why should passwords be encrypted in config files?,To prevent credential disclosure.,Password encryption protects against casual observation.,service password-encryption,show running-config,Storing plaintext passwords,"passwords,encryption",2,v1.1,True,published,54,5-054
D5-055,5.0,5,5.4,5.4.e,D5-password-security,Password Security,What feature enforces strong passwords?,password policies.,Strong password policies reduce brute-force risk.,,,Using simple passwords,"passwords,policy",1,v1.1,True,published,55,5-055
D5-056,5.0,5,5.2,5.2.f,D5-security-awareness,Security Awareness,Why is user awareness training important?,Humans are a common attack vector.,Training reduces susceptibility to social engineering.,,,Relying only on technology,"security,training",1,v1.1,True,published,56,5-056
D5-057,5.0,5,5.1,5.1.e,D5-security-principles,Security Principles,What is defense in depth?,Multiple layers of security controls.,Layers reduce the chance of a single point of failure.,,,Relying on one control,"defense-in-depth,security",2,v1.1,True,published,57,5-057
